rental_ID,user_ID,user_role,gadget_ID,gadget_name,gadget_category,rental_date,return_date,duration_days,daily_rate,total_cost,event_type,recommended_gadget,specific_event,event_priority,event_start_date,event_end_date,days_until_event,days_since_event_start,is_event_day,brand,gadget_subcategory,day_of_week,is_weekend,week_of_season,month,season,hour_of_day,time_period,is_holiday_season,year_level,course,major,has_personal_laptop,total_previous_rentals,avg_rental_duration,preferred_category,price_tier,spec_ram,spec_storage,spec_processor,battery_life,weight_kg,display_size,calculator_type,camera_megapixels,condition,rental_status,late_fee
R00262,U0782,Staff,G006,Gadget_6,Camera,2024-06-16 00:00:00,2024-06-19 00:00:00,3,151,453,Regular Week,Laptop,Regular Week,0,2024-06-13 00:00:00,2024-06-18 00:00:00,-3,3,TRUE,Canon,DSLR,Sunday,TRUE,24,June,Rainy,15,Afternoon,FALSE,,Engineering,Networking,FALSE,24,3.666666667,Camera,Mid-range,,,,10,2.35,12.8,,32,Excellent,Returned,0
R00263,U0229,Faculty,G010,Gadget_10,Camera,2024-07-04 00:00:00,2024-07-09 00:00:00,5,463,2315,Regular Week,Laptop,Regular Week,0,2024-06-30 00:00:00,2024-07-05 00:00:00,-4,4,TRUE,Canon,DSLR,Thursday,FALSE,27,July,Rainy,15,Afternoon,FALSE,,BSCS,Networking,TRUE,5,3.666666667,Camera,Premium,,,,14,1.93,11.6,,24,Good,Returned,0
R00264,U0371,Faculty,G031,Gadget_31,Camera,2024-12-11 00:00:00,2024-12-12 00:00:00,1,69,69,Regular Week,Laptop,Regular Week,0,2024-12-09 00:00:00,2024-12-14 00:00:00,-2,2,TRUE,Canon,DSLR,Wednesday,FALSE,50,December,Dry,8,Morning,TRUE,,BSIS,Data Science,FALSE,24,3,Camera,Mid-range,,,,11,1.23,12.8,,32,Fair,Returned,0
R00265,U0156,Staff,G044,Gadget_44,Calculator,2024-08-08 00:00:00,2024-08-11 00:00:00,3,112,336,Regular Week,Laptop,Regular Week,0,2024-08-05 00:00:00,2024-08-10 00:00:00,-3,3,TRUE,Casio,Scientific,Thursday,FALSE,32,August,Rainy,9,Morning,FALSE,,BSIS,Data Science,TRUE,14,3,Calculator,Budget,,,,5,1.37,14.4,Basic,,Excellent,Returned,0
R00266,U0694,Faculty,G027,Gadget_27,Laptop,2024-08-10 00:00:00,2024-08-16 00:00:00,6,132,792,Regular Week,Laptop,Regular Week,0,2024-08-08 00:00:00,2024-08-13 00:00:00,-2,2,TRUE,Dell,Ultrabook,Saturday,TRUE,32,August,Rainy,12,Morning,FALSE,,Engineering,Networking,FALSE,20,3.333333333,Laptop,Mid-range,8GB,256GB,M2,8,1.54,11.3,,,Good,Returned,0
R00267,U0153,Student,G016,Gadget_16,Tablet,2024-12-07 00:00:00,2024-12-13 00:00:00,6,148,888,Regular Week,Laptop,Regular Week,0,2024-12-05 00:00:00,2024-12-10 00:00:00,-2,2,TRUE,Apple,iPad,Saturday,TRUE,49,December,Dry,10,Morning,TRUE,4,BSIT,Data Science,TRUE,12,5,Tablet,Premium,,,,12,1.11,11.5,,,Fair,Returned,0
R00268,U0876,Student,G050,Gadget_50,Laptop,2024-07-30 00:00:00,2024-08-05 00:00:00,6,483,2898,Regular Week,Laptop,Regular Week,0,2024-07-27 00:00:00,2024-08-01 00:00:00,-3,3,TRUE,Dell,Ultrabook,Tuesday,FALSE,31,July,Rainy,11,Morning,FALSE,3,BSCS,Data Science,TRUE,8,6,Laptop,Premium,32GB,256GB,M2,16,1.62,13.1,,,Excellent,Returned,0
R00269,U0980,Student,G008,Gadget_8,Tablet,2024-07-11 00:00:00,2024-07-16 00:00:00,5,63,315,Regular Week,Laptop,Regular Week,0,2024-07-07 00:00:00,2024-07-12 00:00:00,-4,4,TRUE,Apple,iPad,Thursday,FALSE,28,July,Rainy,9,Morning,FALSE,3,BSIS,Networking,FALSE,12,5.666666667,Tablet,Premium,,,,6,1.48,14.7,,,Excellent,Returned,0
R00270,U0831,Student,G034,Gadget_34,Tablet,2024-09-23 00:00:00,2024-09-27 00:00:00,4,82,328,Regular Week,Laptop,Regular Week,0,2024-09-21 00:00:00,2024-09-26 00:00:00,-2,2,TRUE,Apple,iPad,Monday,FALSE,39,September,Rainy,12,Morning,FALSE,2,Engineering,Networking,TRUE,13,5,Tablet,Mid-range,,,,13,1.91,15.6,,,Fair,Returned,0
R00271,U0743,Student,G039,Gadget_39,Camera,2024-09-01 00:00:00,2024-09-02 00:00:00,1,170,170,Regular Week,Laptop,Regular Week,0,2024-08-28 00:00:00,2024-09-02 00:00:00,-4,4,TRUE,Canon,DSLR,Sunday,TRUE,35,September,Rainy,13,Afternoon,FALSE,2,BSIT,Data Science,FALSE,28,3.333333333,Camera,Mid-range,,,,16,1.99,13.1,,48,Fair,Returned,0
R00272,U0880,Staff,G010,Gadget_10,Camera,2024-12-26 00:00:00,2025-01-01 00:00:00,6,463,2778,Regular Week,Laptop,Regular Week,0,2024-12-24 00:00:00,2024-12-29 00:00:00,-2,2,TRUE,Canon,DSLR,Thursday,FALSE,52,December,Dry,15,Afternoon,TRUE,,BSCS,Networking,TRUE,14,3.666666667,Camera,Premium,,,,16,1.68,12.3,,24,Good,Returned,0
R00273,U0495,Faculty,G028,Gadget_28,Tablet,2024-04-09 00:00:00,2024-04-10 00:00:00,1,345,345,Regular Week,Laptop,Regular Week,0,2024-04-05 00:00:00,2024-04-10 00:00:00,-4,4,TRUE,Apple,iPad,Tuesday,FALSE,15,April,Dry,11,Morning,TRUE,,BSCS,Networking,TRUE,17,2.666666667,Tablet,Budget,,,,9,1.22,14,,,Good,Returned,0
R00274,U0308,Staff,G046,Gadget_46,Projector,2024-11-05 00:00:00,2024-11-07 00:00:00,2,340,680,Regular Week,Laptop,Regular Week,0,2024-11-02 00:00:00,2024-11-07 00:00:00,-3,3,TRUE,Epson,HD Projector,Tuesday,FALSE,45,November,Rainy,10,Morning,FALSE,,Engineering,Networking,FALSE,15,3,Projector,Budget,,,,7,1.06,11.8,,,Good,Returned,0
R00275,U0138,Student,G003,Gadget_3,Camera,2024-06-12 00:00:00,2024-06-13 00:00:00,1,355,355,Regular Week,Laptop,Regular Week,0,2024-06-10 00:00:00,2024-06-15 00:00:00,-2,2,TRUE,Canon,DSLR,Wednesday,FALSE,24,June,Rainy,8,Morning,FALSE,2,BSCS,Programming,TRUE,6,1.333333333,Camera,Mid-range,,,,10,1.25,16.6,,48,Good,Returned,0
R00276,U0925,Staff,G047,Gadget_47,Calculator,2024-05-28 00:00:00,2024-06-01 00:00:00,4,110,440,Regular Week,Laptop,Regular Week,0,2024-05-27 00:00:00,2024-06-01 00:00:00,-1,1,TRUE,Casio,Scientific,Tuesday,FALSE,22,May,Dry,15,Afternoon,FALSE,,BSIS,Data Science,TRUE,25,2.333333333,Calculator,Mid-range,,,,18,1.76,15.7,Graphing,,Good,Returned,0
R00277,U0424,Student,G005,Gadget_5,Tablet,2024-10-31 00:00:00,2024-11-03 00:00:00,3,452,1356,Exam Week,Scientific Calculator,Exam Week,7,2024-10-27 00:00:00,2024-11-01 00:00:00,-4,4,TRUE,Apple,iPad,Thursday,FALSE,44,October,Rainy,12,Morning,FALSE,1,Engineering,Networking,FALSE,13,2.666666667,Tablet,Premium,,,,9,1.45,14.8,,,Fair,Returned,0
R00278,U0668,Student,G041,Gadget_41,Calculator,2024-09-19 00:00:00,2024-09-23 00:00:00,4,235,940,Regular Week,Laptop,Regular Week,0,2024-09-16 00:00:00,2024-09-21 00:00:00,-3,3,TRUE,Casio,Scientific,Thursday,FALSE,38,September,Rainy,8,Morning,FALSE,1,Engineering,Networking,TRUE,26,3.666666667,Calculator,Premium,,,,6,1.05,14,Graphing,,Good,Returned,0
R00279,U0111,Staff,G006,Gadget_6,Camera,2024-08-30 00:00:00,2024-09-01 00:00:00,2,151,302,Regular Week,Laptop,Regular Week,0,2024-08-29 00:00:00,2024-09-03 00:00:00,-1,1,TRUE,Canon,DSLR,Friday,FALSE,35,August,Rainy,14,Afternoon,FALSE,,Engineering,Programming,FALSE,8,3,Camera,Budget,,,,7,2.09,14.4,,24,Good,Returned,0
R00280,U0398,Faculty,G011,Gadget_11,Laptop,2024-06-02 00:00:00,2024-06-03 00:00:00,1,185,185,Regular Week,Laptop,Regular Week,0,2024-05-29 00:00:00,2024-06-03 00:00:00,-4,4,TRUE,Dell,Ultrabook,Sunday,TRUE,22,June,Rainy,8,Morning,FALSE,,Engineering,Networking,TRUE,2,2.333333333,Laptop,Premium,16GB,256GB,Intel i5,14,1.3,14.9,,,Good,Returned,0
R00281,U0135,Student,G005,Gadget_5,Tablet,2024-05-02 00:00:00,2024-05-09 00:00:00,7,452,3164,Regular Week,Laptop,Regular Week,0,2024-04-28 00:00:00,2024-05-03 00:00:00,-4,4,TRUE,Apple,iPad,Thursday,FALSE,18,May,Dry,14,Afternoon,FALSE,1,BSIS,Programming,TRUE,10,3.333333333,Tablet,Budget,,,,12,1.03,13.8,,,Excellent,Returned,0
R00282,U0672,Student,G046,Gadget_46,Projector,2024-05-21 00:00:00,2024-05-22 00:00:00,1,340,340,Regular Week,Laptop,Regular Week,0,2024-05-19 00:00:00,2024-05-24 00:00:00,-2,2,TRUE,Epson,HD Projector,Tuesday,FALSE,21,May,Dry,12,Morning,FALSE,1,Engineering,Data Science,FALSE,29,3,Projector,Mid-range,,,,19,1.82,11.1,,,Good,Returned,0
R00283,U0861,Faculty,G048,Gadget_48,Projector,2024-10-03 00:00:00,2024-10-09 00:00:00,6,51,306,Exam Week,Scientific Calculator,Exam Week,7,2024-09-29 00:00:00,2024-10-04 00:00:00,-4,4,TRUE,Epson,HD Projector,Thursday,FALSE,40,October,Rainy,12,Morning,FALSE,,BSIS,Networking,TRUE,3,4.666666667,Projector,Mid-range,,,,6,2.75,13.1,,,Excellent,Returned,0
R00284,U0732,Student,G030,Gadget_30,Laptop,2024-01-24 00:00:00,2024-01-31 00:00:00,7,170,1190,Regular Week,Laptop,Regular Week,0,2024-01-20 00:00:00,2024-01-25 00:00:00,-4,4,TRUE,Dell,Ultrabook,Wednesday,FALSE,4,January,Dry,12,Morning,FALSE,4,BSIS,Programming,FALSE,2,4.666666667,Laptop,Budget,8GB,512GB,Intel i7,9,1.27,14.4,,,Fair,Returned,0
R00285,U0934,Staff,G050,Gadget_50,Laptop,2024-06-27 00:00:00,2024-07-04 00:00:00,7,483,3381,Regular Week,Laptop,Regular Week,0,2024-06-26 00:00:00,2024-07-01 00:00:00,-1,1,TRUE,Dell,Ultrabook,Thursday,FALSE,26,June,Rainy,10,Morning,FALSE,,BSIS,Programming,FALSE,9,6.666666667,Laptop,Mid-range,8GB,1TB,Intel i7,12,1.07,16.8,,,Fair,Returned,0
R00286,U0991,Student,G026,Gadget_26,Camera,2024-09-17 00:00:00,2024-09-19 00:00:00,2,284,568,Regular Week,Laptop,Regular Week,0,2024-09-15 00:00:00,2024-09-20 00:00:00,-2,2,TRUE,Canon,DSLR,Tuesday,FALSE,38,September,Rainy,12,Morning,FALSE,2,BSIS,Data Science,FALSE,7,5.333333333,Camera,Budget,,,,14,1.9,13.7,,24,Good,Returned,0
R00287,U0135,Staff,G030,Gadget_30,Laptop,2024-07-23 00:00:00,2024-07-29 00:00:00,6,170,1020,Regular Week,Laptop,Regular Week,0,2024-07-20 00:00:00,2024-07-25 00:00:00,-3,3,TRUE,Dell,Ultrabook,Tuesday,FALSE,30,July,Rainy,11,Morning,FALSE,,BSIT,Programming,TRUE,26,5,Laptop,Mid-range,8GB,256GB,M2,11,2.96,15,,,Good,Returned,0
R00288,U0111,Student,G034,Gadget_34,Tablet,2024-12-06 00:00:00,2024-12-09 00:00:00,3,82,246,Regular Week,Laptop,Regular Week,0,2024-12-05 00:00:00,2024-12-10 00:00:00,-1,1,TRUE,Apple,iPad,Friday,FALSE,49,December,Dry,15,Afternoon,TRUE,1,Engineering,Programming,TRUE,4,3.666666667,Tablet,Mid-range,,,,14,1.89,15,,,Excellent,Returned,0
R00289,U0780,Staff,G042,Gadget_42,Laptop,2024-12-17 00:00:00,2024-12-21 00:00:00,4,219,876,Regular Week,Laptop,Regular Week,0,2024-12-14 00:00:00,2024-12-19 00:00:00,-3,3,TRUE,Dell,Ultrabook,Tuesday,FALSE,51,December,Dry,9,Morning,TRUE,,BSCS,Programming,FALSE,24,4.333333333,Laptop,Mid-range,16GB,256GB,Intel i7,14,2.58,14.2,,,Fair,Returned,0
R00290,U0490,Faculty,G049,Gadget_49,Calculator,2024-06-28 00:00:00,2024-07-03 00:00:00,5,312,1560,Regular Week,Laptop,Regular Week,0,2024-06-26 00:00:00,2024-07-01 00:00:00,-2,2,TRUE,Casio,Scientific,Friday,FALSE,26,June,Rainy,12,Morning,FALSE,,BSIS,Programming,TRUE,12,4,Calculator,Mid-range,,,,17,1.73,13.8,Scientific,,Excellent,Returned,0
R00291,U0220,Student,G026,Gadget_26,Camera,2024-11-08 00:00:00,2024-11-12 00:00:00,4,284,1136,Regular Week,Laptop,Regular Week,0,2024-11-06 00:00:00,2024-11-11 00:00:00,-2,2,TRUE,Canon,DSLR,Friday,FALSE,45,November,Rainy,12,Morning,FALSE,2,BSIS,Data Science,FALSE,13,4.333333333,Camera,Budget,,,,15,2.66,14.5,,24,Excellent,Returned,0
R00292,U0226,Staff,G001,Gadget_1,Laptop,2024-01-25 00:00:00,2024-01-29 00:00:00,4,332,1328,Regular Week,Laptop,Regular Week,0,2024-01-22 00:00:00,2024-01-27 00:00:00,-3,3,TRUE,Dell,Ultrabook,Thursday,FALSE,4,January,Dry,10,Morning,FALSE,,BSCS,Data Science,FALSE,27,4.333333333,Laptop,Mid-range,8GB,1TB,Intel i5,15,2.17,15.1,,,Fair,Returned,0
R00293,U0225,Staff,G011,Gadget_11,Laptop,2024-09-22 00:00:00,2024-09-23 00:00:00,1,185,185,Regular Week,Laptop,Regular Week,0,2024-09-19 00:00:00,2024-09-24 00:00:00,-3,3,TRUE,Dell,Ultrabook,Sunday,TRUE,38,September,Rainy,15,Afternoon,FALSE,,Engineering,Networking,TRUE,10,3,Laptop,Mid-range,32GB,1TB,M2,18,2.72,16.8,,,Good,Returned,0
R00294,U0265,Faculty,G036,Gadget_36,Calculator,2024-08-03 00:00:00,2024-08-09 00:00:00,6,391,2346,Regular Week,Laptop,Regular Week,0,2024-08-01 00:00:00,2024-08-06 00:00:00,-2,2,TRUE,Casio,Scientific,Saturday,TRUE,31,August,Rainy,12,Morning,FALSE,,BSCS,Networking,TRUE,21,3.666666667,Calculator,Premium,,,,14,1.32,14.8,Graphing,,Fair,Returned,0
R00295,U0660,Faculty,G021,Gadget_21,Laptop,2024-09-23 00:00:00,2024-09-29 00:00:00,6,312,1872,Regular Week,Laptop,Regular Week,0,2024-09-22 00:00:00,2024-09-27 00:00:00,-1,1,TRUE,Dell,Ultrabook,Monday,FALSE,39,September,Rainy,17,Afternoon,FALSE,,BSIS,Networking,TRUE,27,4.333333333,Laptop,Premium,16GB,256GB,Intel i5,14,2.48,14,,,Fair,Returned,0
R00296,U0826,Student,G020,Gadget_20,Tablet,2024-09-16 00:00:00,2024-09-22 00:00:00,6,346,2076,Regular Week,Laptop,Regular Week,0,2024-09-13 00:00:00,2024-09-18 00:00:00,-3,3,TRUE,Apple,iPad,Monday,FALSE,38,September,Rainy,11,Morning,FALSE,3,BSIS,Networking,FALSE,23,6,Tablet,Premium,,,,6,2.11,12.5,,,Excellent,Returned,0
R00297,U0948,Student,G014,Gadget_14,Laptop,2024-06-27 00:00:00,2024-06-28 00:00:00,1,437,437,Regular Week,Laptop,Regular Week,0,2024-06-23 00:00:00,2024-06-28 00:00:00,-4,4,TRUE,Dell,Ultrabook,Thursday,FALSE,26,June,Rainy,13,Afternoon,FALSE,3,BSIT,Data Science,TRUE,21,4.333333333,Laptop,Mid-range,8GB,1TB,M2,10,1.76,14.6,,,Excellent,Returned,0
R00298,U0500,Faculty,G016,Gadget_16,Tablet,2024-10-20 00:00:00,2024-10-24 00:00:00,4,148,592,Exam Week,Scientific Calculator,Exam Week,7,2024-10-16 00:00:00,2024-10-21 00:00:00,-4,4,TRUE,Apple,iPad,Sunday,TRUE,42,October,Rainy,14,Afternoon,FALSE,,BSIT,Programming,TRUE,17,3.666666667,Tablet,Premium,,,,10,2.11,11.7,,,Fair,Returned,0
R00299,U0055,Staff,G002,Gadget_2,Projector,2024-11-22 00:00:00,2024-11-28 00:00:00,6,98,588,Regular Week,Laptop,Regular Week,0,2024-11-19 00:00:00,2024-11-24 00:00:00,-3,3,TRUE,Epson,HD Projector,Friday,FALSE,47,November,Rainy,11,Morning,FALSE,,BSIS,Networking,TRUE,23,3.666666667,Projector,Premium,,,,7,1.61,13.7,,,Excellent,Returned,0
R00300,U0809,Staff,G030,Gadget_30,Laptop,2024-06-01 00:00:00,2024-06-03 00:00:00,2,170,340,Regular Week,Laptop,Regular Week,0,2024-05-28 00:00:00,2024-06-02 00:00:00,-4,4,TRUE,Dell,Ultrabook,Saturday,TRUE,22,June,Rainy,12,Morning,FALSE,,Engineering,Networking,TRUE,2,4,Laptop,Premium,16GB,1TB,Intel i7,17,2.23,14.2,,,Excellent,Returned,0
R00301,U0656,Faculty,G013,Gadget_13,Tablet,2024-03-15 00:00:00,2024-03-16 00:00:00,1,358,358,Exam Week,Scientific Calculator,Exam Week,7,2024-03-14 00:00:00,2024-03-19 00:00:00,-1,1,TRUE,Apple,iPad,Friday,FALSE,11,March,Dry,10,Morning,FALSE,,BSIT,Programming,FALSE,5,3,Tablet,Mid-range,,,,13,2.73,14.7,,,Fair,Returned,0
R00302,U0925,Staff,G012,Gadget_12,Tablet,2024-01-31 00:00:00,2024-02-04 00:00:00,4,61,244,Regular Week,Laptop,Regular Week,0,2024-01-28 00:00:00,2024-02-02 00:00:00,-3,3,TRUE,Apple,iPad,Wednesday,FALSE,5,January,Dry,15,Afternoon,FALSE,,BSIT,Networking,FALSE,25,2.333333333,Tablet,Mid-range,,,,18,1.61,14.3,,,Good,Returned,0
R00303,U0541,Student,G019,Gadget_19,Projector,2024-07-31 00:00:00,2024-08-03 00:00:00,3,240,720,Regular Week,Laptop,Regular Week,0,2024-07-27 00:00:00,2024-08-01 00:00:00,-4,4,TRUE,Epson,HD Projector,Wednesday,FALSE,31,July,Rainy,9,Morning,FALSE,1,BSCS,Networking,FALSE,11,2.666666667,Projector,Mid-range,,,,10,2.51,15.4,,,Excellent,Returned,0
R00304,U0797,Staff,G027,Gadget_27,Laptop,2024-04-24 00:00:00,2024-04-26 00:00:00,2,132,264,Regular Week,Laptop,Regular Week,0,2024-04-21 00:00:00,2024-04-26 00:00:00,-3,3,TRUE,Dell,Ultrabook,Wednesday,FALSE,17,April,Dry,9,Morning,TRUE,,BSIS,Data Science,FALSE,24,3,Laptop,Premium,32GB,512GB,Intel i7,19,2.42,11.1,,,Excellent,Returned,0
R00305,U0660,Faculty,G034,Gadget_34,Tablet,2024-02-25 00:00:00,2024-02-29 00:00:00,4,82,328,Regular Week,Laptop,Regular Week,0,2024-02-22 00:00:00,2024-02-27 00:00:00,-3,3,TRUE,Apple,iPad,Sunday,TRUE,8,February,Dry,16,Afternoon,FALSE,,BSIS,Networking,TRUE,15,3,Tablet,Premium,,,,13,2.54,12.4,,,Good,Returned,0
R00306,U0175,Staff,G033,Gadget_33,Tablet,2024-10-22 00:00:00,2024-10-28 00:00:00,6,142,852,Exam Week,Scientific Calculator,Exam Week,7,2024-10-20 00:00:00,2024-10-25 00:00:00,-2,2,TRUE,Apple,iPad,Tuesday,FALSE,43,October,Rainy,14,Afternoon,FALSE,,BSIT,Networking,TRUE,19,4,Tablet,Premium,,,,12,1.15,16.6,,,Excellent,Returned,0
R00307,U0727,Faculty,G039,Gadget_39,Camera,2024-03-17 00:00:00,2024-03-19 00:00:00,2,170,340,Exam Week,Scientific Calculator,Exam Week,7,2024-03-13 00:00:00,2024-03-18 00:00:00,-4,4,TRUE,Canon,DSLR,Sunday,TRUE,11,March,Dry,17,Afternoon,FALSE,,BSIS,Data Science,FALSE,24,4,Camera,Premium,,,,8,1.31,15.6,,48,Excellent,Returned,0
R00308,U0450,Faculty,G022,Gadget_22,Calculator,2024-03-03 00:00:00,2024-03-08 00:00:00,5,265,1325,Exam Week,Scientific Calculator,Exam Week,7,2024-03-02 00:00:00,2024-03-07 00:00:00,-1,1,TRUE,Casio,Scientific,Sunday,TRUE,9,March,Dry,17,Afternoon,FALSE,,BSIT,Programming,FALSE,1,4.333333333,Calculator,Mid-range,,,,18,1.35,16.2,Basic,,Fair,Returned,0
R00309,U0007,Student,G020,Gadget_20,Tablet,2024-11-27 00:00:00,2024-12-02 00:00:00,5,346,1730,Regular Week,Laptop,Regular Week,0,2024-11-26 00:00:00,2024-12-01 00:00:00,-1,1,TRUE,Apple,iPad,Wednesday,FALSE,48,November,Rainy,12,Morning,FALSE,2,BSCS,Data Science,FALSE,5,4,Tablet,Premium,,,,8,1.2,11.5,,,Excellent,Returned,0
R00310,U0017,Student,G047,Gadget_47,Calculator,2024-05-01 00:00:00,2024-05-07 00:00:00,6,110,660,Regular Week,Laptop,Regular Week,0,2024-04-27 00:00:00,2024-05-02 00:00:00,-4,4,TRUE,Casio,Scientific,Wednesday,FALSE,18,May,Dry,14,Afternoon,FALSE,4,BSIS,Data Science,TRUE,24,5.333333333,Calculator,Premium,,,,15,2.22,13.3,Basic,,Good,Returned,0
R00311,U0696,Student,G031,Gadget_31,Camera,2024-12-25 00:00:00,2024-12-26 00:00:00,1,69,69,Regular Week,Laptop,Regular Week,0,2024-12-23 00:00:00,2024-12-28 00:00:00,-2,2,TRUE,Canon,DSLR,Wednesday,FALSE,52,December,Dry,11,Morning,TRUE,2,BSIT,Networking,TRUE,19,4,Camera,Mid-range,,,,9,2.54,11.7,,24,Good,Returned,0
R00312,U0462,Faculty,G042,Gadget_42,Laptop,2024-12-25 00:00:00,2024-12-27 00:00:00,2,219,438,Regular Week,Laptop,Regular Week,0,2024-12-24 00:00:00,2024-12-29 00:00:00,-1,1,TRUE,Dell,Ultrabook,Wednesday,FALSE,52,December,Dry,13,Afternoon,TRUE,,BSIT,Networking,FALSE,7,3,Laptop,Budget,16GB,512GB,M2,9,2.4,14.5,,,Good,Returned,0
R00313,U0643,Staff,G050,Gadget_50,Laptop,2024-12-27 00:00:00,2024-12-30 00:00:00,3,483,1449,Regular Week,Laptop,Regular Week,0,2024-12-25 00:00:00,2024-12-30 00:00:00,-2,2,TRUE,Dell,Ultrabook,Friday,FALSE,52,December,Dry,14,Afternoon,TRUE,,Engineering,Programming,TRUE,29,2,Laptop,Premium,16GB,512GB,M2,19,2.12,12,,,Good,Returned,0
R00314,U0288,Staff,G046,Gadget_46,Projector,2024-01-14 00:00:00,2024-01-16 00:00:00,2,340,680,Regular Week,Laptop,Regular Week,0,2024-01-12 00:00:00,2024-01-17 00:00:00,-2,2,TRUE,Epson,HD Projector,Sunday,TRUE,2,January,Dry,13,Afternoon,FALSE,,Engineering,Programming,TRUE,8,2.333333333,Projector,Mid-range,,,,12,1.45,11.1,,,Excellent,Returned,0
R00315,U0921,Student,G033,Gadget_33,Tablet,2024-04-14 00:00:00,2024-04-21 00:00:00,7,142,994,Regular Week,Laptop,Regular Week,0,2024-04-10 00:00:00,2024-04-15 00:00:00,-4,4,TRUE,Apple,iPad,Sunday,TRUE,15,April,Dry,16,Afternoon,TRUE,4,Engineering,Programming,FALSE,24,4,Tablet,Premium,,,,14,1.61,14.3,,,Fair,Returned,0
R00316,U0632,Staff,G019,Gadget_19,Projector,2024-12-06 00:00:00,2024-12-13 00:00:00,7,240,1680,Regular Week,Laptop,Regular Week,0,2024-12-04 00:00:00,2024-12-09 00:00:00,-2,2,TRUE,Epson,HD Projector,Friday,FALSE,49,December,Dry,13,Afternoon,TRUE,,BSIS,Programming,TRUE,28,5.333333333,Projector,Premium,,,,5,2.86,11.9,,,Fair,Returned,0
R00317,U0055,Staff,G047,Gadget_47,Calculator,2024-06-11 00:00:00,2024-06-15 00:00:00,4,110,440,Regular Week,Laptop,Regular Week,0,2024-06-09 00:00:00,2024-06-14 00:00:00,-2,2,TRUE,Casio,Scientific,Tuesday,FALSE,24,June,Rainy,13,Afternoon,FALSE,,BSIS,Data Science,TRUE,20,6,Calculator,Budget,,,,9,2.38,11.1,Graphing,,Good,Returned,0
R00318,U0159,Staff,G020,Gadget_20,Tablet,2024-09-20 00:00:00,2024-09-25 00:00:00,5,346,1730,Regular Week,Laptop,Regular Week,0,2024-09-19 00:00:00,2024-09-24 00:00:00,-1,1,TRUE,Apple,iPad,Friday,FALSE,38,September,Rainy,11,Morning,FALSE,,Engineering,Networking,FALSE,16,5.333333333,Tablet,Premium,,,,14,2.07,16.1,,,Good,Returned,0
R00319,U0932,Student,G020,Gadget_20,Tablet,2024-01-20 00:00:00,2024-01-21 00:00:00,1,346,346,Regular Week,Laptop,Regular Week,0,2024-01-18 00:00:00,2024-01-23 00:00:00,-2,2,TRUE,Apple,iPad,Saturday,TRUE,3,January,Dry,15,Afternoon,FALSE,2,Engineering,Data Science,FALSE,9,3.333333333,Tablet,Premium,,,,8,2.38,16.8,,,Good,Returned,0
R00320,U0940,Student,G039,Gadget_39,Camera,2024-11-07 00:00:00,2024-11-11 00:00:00,4,170,680,Regular Week,Laptop,Regular Week,0,2024-11-05 00:00:00,2024-11-10 00:00:00,-2,2,TRUE,Canon,DSLR,Thursday,FALSE,45,November,Rainy,14,Afternoon,FALSE,1,BSCS,Data Science,FALSE,5,3.333333333,Camera,Budget,,,,18,2.58,16.9,,32,Good,Returned,0
R00321,U0959,Staff,G009,Gadget_9,Laptop,2024-12-26 00:00:00,2024-12-27 00:00:00,1,214,214,Regular Week,Laptop,Regular Week,0,2024-12-25 00:00:00,2024-12-30 00:00:00,-1,1,TRUE,Dell,Ultrabook,Thursday,FALSE,52,December,Dry,16,Afternoon,TRUE,,BSCS,Programming,TRUE,11,2,Laptop,Mid-range,16GB,1TB,M2,13,2.03,13.4,,,Good,Returned,0
R00322,U0316,Staff,G004,Gadget_4,Projector,2024-06-09 00:00:00,2024-06-14 00:00:00,5,297,1485,Regular Week,Laptop,Regular Week,0,2024-06-07 00:00:00,2024-06-12 00:00:00,-2,2,TRUE,Epson,HD Projector,Sunday,TRUE,23,June,Rainy,15,Afternoon,FALSE,,BSIS,Networking,TRUE,4,3.333333333,Projector,Budget,,,,8,2.13,11.7,,,Excellent,Returned,0
R00323,U0602,Faculty,G047,Gadget_47,Calculator,2024-12-29 00:00:00,2025-01-02 00:00:00,4,110,440,Regular Week,Laptop,Regular Week,0,2024-12-27 00:00:00,2025-01-01 00:00:00,-2,2,TRUE,Casio,Scientific,Sunday,TRUE,52,December,Dry,12,Morning,TRUE,,BSIS,Programming,FALSE,5,3.333333333,Calculator,Budget,,,,17,2.96,15,Basic,,Fair,Returned,0
R00324,U0788,Faculty,G039,Gadget_39,Camera,2024-06-03 00:00:00,2024-06-05 00:00:00,2,170,340,Regular Week,Laptop,Regular Week,0,2024-06-02 00:00:00,2024-06-07 00:00:00,-1,1,TRUE,Canon,DSLR,Monday,FALSE,23,June,Rainy,9,Morning,FALSE,,BSIS,Networking,FALSE,10,3.666666667,Camera,Premium,,,,19,1.79,15.8,,48,Fair,Returned,0
R00325,U0341,Staff,G034,Gadget_34,Tablet,2024-11-24 00:00:00,2024-11-25 00:00:00,1,82,82,Regular Week,Laptop,Regular Week,0,2024-11-22 00:00:00,2024-11-27 00:00:00,-2,2,TRUE,Apple,iPad,Sunday,TRUE,47,November,Rainy,9,Morning,FALSE,,Engineering,Data Science,FALSE,10,2.333333333,Tablet,Budget,,,,12,1.3,15.8,,,Excellent,Returned,0
